Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
ROLLS-ROYCE,MODEL-423,TWO-SEATER,3.5,8,A7,X,14.4,9.9,12.4,19,291
BENTLEY,MODEL-879,STATION WAGON - SMALL,1.5,3,A8,Z,10.9,8.3,9.7,24,212
FIAT,MODEL-778,SUV - STANDARD,1.5,3,AS9,X,9.1,7.6,8.4,28,187
NISSAN,MODEL-740,TWO-SEATER,2.0,4,A4,D,10.2,8.8,9.6,25,256
KIA,MODEL-388,VAN - PASSENGER,2.5,4,AV8,X,12.2,9.1,10.8,22,243
ALFA ROMEO,MODEL-460,SUV - STANDARD,2.0,4,A8,Z,10.7,5.7,8.4,28,186
INFINITI,MODEL-643,FULL-SIZE,2.0,4,A8,X,10.9,6.7,9.0,26,204
JAGUAR,MODEL-876,VAN - PASSENGER,3.5,4,A10,Z,15.0,10.3,12.9,18,306
VOLKSWAGEN,MODEL-618,TWO-SEATER,3.0,4,A8,D,11.6,8.5,10.2,23,268
PORSCHE,MODEL-941,SUBCOMPACT,2.5,4,M6,D,10.7,8.4,9.7,24,259
SUBARU,MODEL-480,MINICOMPACT,1.0,4,M5,X,8.7,6.0,7.5,31,174
TOYOTA,MODEL-243,TWO-SEATER,1.5,4,A5,D,8.8,6.4,7.7,31,212
INFINITI,MODEL-650,TWO-SEATER,3.5,6,AS6,Z,15.4,13.5,14.5,16,338
ACURA,MODEL-783,PICKUP TRUCK - STANDARD,2.0,4,AS7,Z,11.3,7.9,9.8,24,219
CHEVROLET,MODEL-414,PICKUP TRUCK - STANDARD,4.0,8,AV7,X,16.7,13.6,15.3,15,358
ACURA,MODEL-406,VAN - PASSENGER,2.5,4,M6,X,12.6,10.2,11.5,20,258
CHEVROLET,MODEL-451,STATION WAGON - SMALL,3.0,8,A10,Z,14.0,10.7,12.5,19,280
SUBARU,MODEL-133,SUBCOMPACT,2.0,6,A6,X,9.6,6.5,8.2,29,185
SUBARU,MODEL-631,COMPACT,3.0,6,A7,N,14.5,11.8,13.3,18,247
ALFA ROMEO,MODEL-482,PICKUP TRUCK - SMALL,3.5,6,AS9,X,15.2,12.1,13.8,17,326
MERCEDES-BENZ,MODEL-703,COMPACT,2.0,4,A7,Z,11.1,6.7,9.1,26,207
LINCOLN,MODEL-692,SUV - STANDARD,3.0,6,AS10,Z,14.0,12.2,13.2,18,311
NISSAN,MODEL-283,SUV - STANDARD,3.0,8,AS9,Z,13.7,11.8,12.8,18,293
LINCOLN,MODEL-209,VAN - CARGO,3.5,8,AV7,X,16.4,14.5,15.5,15,355
SUBARU,MODEL-711,VAN - PASSENGER,2.5,6,AS8,X,12.2,8.8,10.7,22,245
ALFA ROMEO,MODEL-150,VAN - PASSENGER,2.5,4,A6,D,9.9,5.6,8.0,29,212
VOLKSWAGEN,MODEL-490,FULL-SIZE,2.5,4,AM7,D,10.7,8.3,9.6,25,245
BMW,MODEL-133,VAN - CARGO,4.5,8,AS10,D,15.6,11.6,13.8,17,371
LINCOLN,MODEL-581,SUV - SMALL,2.0,4,AS6,Z,12.5,10.2,11.5,20,268
LINCOLN,MODEL-338,PICKUP TRUCK - SMALL,2.5,6,AS10,X,12.1,9.3,10.8,22,253
BMW,MODEL-272,PICKUP TRUCK - SMALL,3.0,6,AM6,X,13.9,10.0,12.1,19,269
VOLKSWAGEN,MODEL-344,PICKUP TRUCK - STANDARD,4.5,8,AV7,X,18.2,15.1,16.8,14,391
LAMBORGHINI,MODEL-234,SUBCOMPACT,1.5,3,A6,Z,9.8,5.8,8.0,29,185
INFINITI,MODEL-415,SPECIAL PURPOSE VEHICLE,3.0,8,AS6,D,13.3,11.0,12.3,19,328
HYUNDAI,MODEL-607,COMPACT,3.5,6,A9,Z,14.3,10.9,12.8,18,293
ROLLS-ROYCE,MODEL-937,SUV - STANDARD,3.5,6,AS9,D,13.2,11.1,12.3,19,330
VOLKSWAGEN,MODEL-402,SUV - STANDARD,2.5,4,AS5,D,10.1,6.4,8.4,28,214
MITSUBISHI,MODEL-651,PICKUP TRUCK - STANDARD,2.0,4,AS7,X,11.5,6.7,9.3,25,213
CHRYSLER,MODEL-510,SUV - STANDARD,2.0,4,AS8,Z,11.9,7.6,10.0,24,224
FIAT,MODEL-257,MID-SIZE,3.0,6,AM6,X,14.1,11.6,13.0,18,298
FIAT,MODEL-356,SPECIAL PURPOSE VEHICLE,2.0,4,M5,N,12.4,10.2,11.4,21,220
FIAT,MODEL-340,PICKUP TRUCK - SMALL,3.0,4,M5,E,16.1,10.3,13.5,17,207
BUICK,MODEL-756,MID-SIZE,3.0,6,AM6,X,13.1,11.3,12.3,19,278
GMC,MODEL-618,SPECIAL PURPOSE VEHICLE,1.5,3,AM6,X,10.0,6.4,8.4,28,191
CHRYSLER,MODEL-707,SUV - STANDARD,1.0,4,AS6,X,9.4,6.2,8.0,29,175
NISSAN,MODEL-773,PICKUP TRUCK - SMALL,2.5,6,AV8,X,12.0,7.1,9.8,24,222
CHEVROLET,MODEL-409,PICKUP TRUCK - SMALL,3.0,6,A6,X,12.7,10.0,11.5,20,255
MINI,MODEL-204,TWO-SEATER,2.5,4,AS9,Z,11.5,8.7,10.2,23,231
LINCOLN,MODEL-626,FULL-SIZE,3.5,6,M6,E,18.3,15.3,17.0,14,258
SUBARU,MODEL-441,VAN - PASSENGER,3.0,4,A10,X,13.1,10.5,11.9,20,264
MERCEDES-BENZ,MODEL-856,PICKUP TRUCK - STANDARD,4.5,8,M6,Z,17.7,13.5,15.8,15,357
MINI,MODEL-734,SUBCOMPACT,2.0,4,AS10,X,10.4,6.8,8.8,27,188
LAND ROVER,MODEL-525,PICKUP TRUCK - SMALL,4.0,8,A9,Z,16.3,13.2,14.9,16,330
MERCEDES-BENZ,MODEL-419,SUV - SMALL,1.5,4,AS6,D,10.6,7.8,9.3,25,237
LEXUS,MODEL-259,STATION WAGON - MID-SIZE,2.5,4,A5,X,11.1,7.8,9.6,25,221
CHEVROLET,MODEL-393,VAN - CARGO,2.0,6,AS10,E,15.5,13.0,14.4,16,214
BENTLEY,MODEL-220,FULL-SIZE,2.0,4,A9,Z,11.2,9.5,10.4,23,229
NISSAN,MODEL-248,SUBCOMPACT,1.0,3,M6,X,8.7,4.2,6.7,35,157
MAZDA,MODEL-692,SUBCOMPACT,1.5,3,A10,Z,9.9,7.6,8.9,26,210
ALFA ROMEO,MODEL-784,FULL-SIZE,2.0,6,A9,X,11.1,8.4,9.9,24,233
MITSUBISHI,MODEL-689,TWO-SEATER,2.5,4,A7,X,12.4,10.6,11.6,20,269
VOLKSWAGEN,MODEL-506,TWO-SEATER,2.5,6,A9,X,14.1,11.6,13.0,18,297
BUICK,MODEL-658,PICKUP TRUCK - STANDARD,3.0,4,AS6,Z,13.9,12.1,13.1,18,310
BMW,MODEL-729,VAN - CARGO,2.5,4,M7,Z,11.8,8.9,10.5,22,247
ROLLS-ROYCE,MODEL-119,COMPACT,2.5,4,AM6,X,11.8,9.3,10.7,22,239
CADILLAC,MODEL-315,TWO-SEATER,2.5,4,AV10,Z,10.1,6.1,8.3,28,196
FIAT,MODEL-461,MINICOMPACT,1.5,4,AV7,X,10.3,8.0,9.3,25,219
HONDA,MODEL-115,VAN - CARGO,2.5,4,A8,X,11.6,7.0,9.5,25,205
MITSUBISHI,MODEL-579,COMPACT,1.5,4,AV10,X,10.3,8.6,9.5,25,225
INFINITI,MODEL-587,SUBCOMPACT,2.0,4,AS7,Z,11.1,9.2,10.2,23,228
JEEP,MODEL-293,TWO-SEATER,3.0,6,AM7,X,13.6,11.4,12.6,19,277
BENTLEY,MODEL-671,SPECIAL PURPOSE VEHICLE,2.0,4,AV8,Z,11.5,7.2,9.6,25,217
HYUNDAI,MODEL-357,STATION WAGON - SMALL,1.0,4,AS7,Z,9.2,6.4,7.9,30,185
RAM,MODEL-522,STATION WAGON - MID-SIZE,2.0,6,AV7,N,11.3,9.5,10.5,22,205
LAMBORGHINI,MODEL-688,TWO-SEATER,2.0,4,AV7,X,11.9,9.9,11.0,21,262
MERCEDES-BENZ,MODEL-409,SPECIAL PURPOSE VEHICLE,3.0,4,AV8,X,12.9,8.0,10.7,22,241
JEEP,MODEL-143,MINICOMPACT,1.5,4,M6,X,10.9,6.5,8.9,26,198
ASTON MARTIN,MODEL-405,VAN - PASSENGER,2.5,4,M5,X,12.9,10.4,11.8,20,261
MERCEDES-BENZ,MODEL-275,MID-SIZE,3.0,4,AS7,X,13.7,9.0,11.6,20,263
CHRYSLER,MODEL-109,PICKUP TRUCK - STANDARD,4.5,8,AV10,X,17.8,15.8,16.9,14,383
MASERATI,MODEL-714,MINICOMPACT,1.5,4,AV,X,9.5,6.0,7.9,30,180
HYUNDAI,MODEL-810,SUBCOMPACT,1.5,3,AS6,X,10.6,6.6,8.8,27,207
ACURA,MODEL-372,SUBCOMPACT,3.0,6,A7,X,13.5,11.5,12.6,19,283
GMC,MODEL-732,SPECIAL PURPOSE VEHICLE,2.0,4,A7,X,11.8,7.0,9.6,25,208
CADILLAC,MODEL-572,PICKUP TRUCK - STANDARD,2.5,4,A10,X,12.7,7.8,10.5,22,232
CADILLAC,MODEL-270,VAN - CARGO,2.5,4,AS10,Z,13.4,11.8,12.7,19,292
CHRYSLER,MODEL-598,MID-SIZE,1.5,4,A8,Z,10.0,7.2,8.7,27,198
FORD,MODEL-244,TWO-SEATER,2.0,6,AV8,X,11.3,9.3,10.4,23,233
ROLLS-ROYCE,MODEL-585,SUBCOMPACT,1.5,4,AS6,X,11.2,8.3,9.9,24,223
VOLKSWAGEN,MODEL-559,PICKUP TRUCK - SMALL,2.0,6,A4,Z,12.0,8.7,10.5,22,240
CHEVROLET,MODEL-551,SUBCOMPACT,2.0,4,AS7,E,12.6,7.1,10.1,23,158
ACURA,MODEL-217,COMPACT,2.5,4,AV7,X,12.2,9.2,10.8,22,236
GENESIS,MODEL-573,TWO-SEATER,3.0,6,AS10,X,13.2,9.4,11.5,20,265
SMART,MODEL-758,PICKUP TRUCK - SMALL,2.0,6,AV10,Z,11.9,7.0,9.7,24,217
VOLVO,MODEL-694,VAN - PASSENGER,3.0,6,AS8,E,16.5,12.0,14.5,16,225
ALFA ROMEO,MODEL-130,MINICOMPACT,3.0,4,AS6,X,12.5,9.1,11.0,21,255
AUDI,MODEL-709,PICKUP TRUCK - STANDARD,3.0,8,A4,D,13.6,9.4,11.7,20,308
CHRYSLER,MODEL-426,STATION WAGON - SMALL,1.5,4,AS9,X,10.8,6.6,8.9,26,203
GENESIS,MODEL-917,STATION WAGON - SMALL,2.5,6,A5,Z,12.0,8.7,10.5,22,243
MITSUBISHI,MODEL-982,PICKUP TRUCK - STANDARD,3.0,8,M7,X,15.0,10.5,13.0,18,299
MITSUBISHI,MODEL-536,VAN - CARGO,4.0,6,AS7,X,16.0,11.7,14.1,17,327
SUBARU,MODEL-154,MID-SIZE,1.0,3,AV7,Z,9.8,6.7,8.4,28,183
ACURA,MODEL-121,PICKUP TRUCK - STANDARD,4.0,6,M6,X,15.0,12.6,13.9,17,317
TOYOTA,MODEL-100,MID-SIZE,1.5,3,A8,X,9.7,6.7,8.4,28,192
JAGUAR,MODEL-355,SUV - SMALL,3.0,6,AM6,Z,13.5,11.4,12.6,19,296
JEEP,MODEL-961,STATION WAGON - MID-SIZE,1.5,3,AM6,Z,7.7,4.0,6.0,39,135
HONDA,MODEL-466,SUBCOMPACT,2.0,4,AV10,X,10.8,9.3,10.1,23,224
GENESIS,MODEL-282,PICKUP TRUCK - SMALL,1.0,4,AV7,X,9.4,7.3,8.5,28,190
ROLLS-ROYCE,MODEL-744,PICKUP TRUCK - SMALL,1.0,3,AM6,X,9.3,5.4,7.5,31,173
FORD,MODEL-785,MINICOMPACT,2.0,4,AS5,X,12.1,7.3,9.9,24,232
PORSCHE,MODEL-760,FULL-SIZE,3.0,8,AV8,X,15.0,10.1,12.8,18,284
HONDA,MODEL-870,TWO-SEATER,3.0,6,AS8,X,14.0,9.5,12.0,20,284
ACURA,MODEL-564,MINICOMPACT,1.5,4,M5,Z,10.2,8.0,9.2,26,206
LAMBORGHINI,MODEL-904,STATION WAGON - SMALL,1.5,3,AV10,Z,9.9,5.3,7.8,30,178
JAGUAR,MODEL-984,COMPACT,1.5,4,A4,Z,9.7,7.7,8.8,27,203
DODGE,MODEL-698,VAN - CARGO,3.5,4,M6,X,15.0,11.8,13.6,17,316
TOYOTA,MODEL-774,MINICOMPACT,1.5,4,A10,X,10.2,6.0,8.3,28,183
ASTON MARTIN,MODEL-243,COMPACT,2.0,4,A9,X,11.6,10.1,10.9,22,247
JEEP,MODEL-235,COMPACT,1.0,3,A4,E,12.0,9.5,10.9,22,166
BENTLEY,MODEL-635,TWO-SEATER,3.0,6,AS6,D,12.4,10.0,11.3,21,296
LINCOLN,MODEL-256,MINICOMPACT,1.5,3,AS8,X,8.8,6.2,7.6,31,170
GMC,MODEL-661,MID-SIZE,2.0,4,M5,X,12.2,7.2,10.0,24,233
VOLKSWAGEN,MODEL-213,SUV - SMALL,3.0,6,A8,X,13.3,8.9,11.3,21,260
ACURA,MODEL-169,COMPACT,1.5,3,AV10,Z,9.6,6.4,8.2,29,190
MINI,MODEL-576,SUV - STANDARD,2.5,4,A5,X,12.2,8.5,10.5,22,234
CHEVROLET,MODEL-568,FULL-SIZE,2.5,4,M5,X,11.3,7.6,9.6,25,220
AUDI,MODEL-518,PICKUP TRUCK - SMALL,2.0,4,AV7,Z,11.5,9.7,10.7,22,248
VOLKSWAGEN,MODEL-936,PICKUP TRUCK - STANDARD,3.5,8,A6,Z,15.7,13.8,14.8,16,325
CHEVROLET,MODEL-376,COMPACT,1.5,3,AS7,X,11.0,7.1,9.2,26,213
TOYOTA,MODEL-448,STATION WAGON - SMALL,2.0,4,AS5,X,11.7,9.6,10.8,22,256
LAND ROVER,MODEL-679,MINICOMPACT,2.5,4,AS7,D,10.1,6.1,8.3,28,209
BMW,MODEL-205,PICKUP TRUCK - SMALL,2.5,6,AS6,X,12.9,8.7,11.0,21,251
HONDA,MODEL-356,MINICOMPACT,1.5,3,A8,Z,10.8,8.2,9.6,25,217
KIA,MODEL-657,VAN - CARGO,2.5,4,A7,Z,13.3,9.9,11.8,20,280
ACURA,MODEL-756,STATION WAGON - SMALL,1.0,4,A6,D,8.9,5.3,7.3,32,191
LAMBORGHINI,MODEL-379,MINICOMPACT,2.0,4,A8,X,10.8,6.8,9.0,26,209
SUBARU,MODEL-336,MINICOMPACT,2.5,4,AS10,Z,12.0,8.2,10.3,23,238
SUBARU,MODEL-170,COMPACT,1.5,4,AS6,Z,9.5,5.7,7.8,30,177
LAMBORGHINI,MODEL-169,STATION WAGON - MID-SIZE,2.5,6,A7,Z,13.0,8.5,11.0,21,239
GENESIS,MODEL-613,STATION WAGON - SMALL,2.5,4,AS8,X,10.3,8.5,9.5,25,213
ROLLS-ROYCE,MODEL-988,MID-SIZE,2.0,4,A7,X,9.9,5.1,7.7,31,175
LAND ROVER,MODEL-414,SUBCOMPACT,3.0,6,AS10,E,17.0,15.0,16.1,15,259
MITSUBISHI,MODEL-484,SUV - SMALL,2.0,4,A4,D,11.9,9.0,10.6,22,282
INFINITI,MODEL-129,SUV - STANDARD,1.5,3,A9,Z,11.1,8.6,10.0,24,234
LAMBORGHINI,MODEL-813,SUBCOMPACT,1.0,3,M5,X,10.1,6.0,8.3,28,194
MASERATI,MODEL-720,TWO-SEATER,2.5,6,A4,X,12.2,9.7,11.1,21,264
MASERATI,MODEL-359,SUV - STANDARD,3.5,6,AV8,Z,15.6,12.1,14.0,17,323
LAND ROVER,MODEL-690,PICKUP TRUCK - STANDARD,3.0,6,AM7,X,13.4,9.9,11.8,20,279
BMW,MODEL-819,VAN - CARGO,4.0,4,AS9,X,14.8,10.3,12.8,18,288
MITSUBISHI,MODEL-983,SUBCOMPACT,1.5,4,A8,X,9.7,7.8,8.8,27,207
ALFA ROMEO,MODEL-186,PICKUP TRUCK - SMALL,2.5,6,A5,D,12.2,9.3,10.9,22,290
PORSCHE,MODEL-734,VAN - CARGO,4.0,4,A7,X,15.6,12.3,14.1,17,325
ACURA,MODEL-288,SUBCOMPACT,2.0,4,M6,X,9.9,5.1,7.7,31,181
HYUNDAI,MODEL-113,COMPACT,1.5,4,AV7,X,9.3,6.9,8.2,29,190
NISSAN,MODEL-382,SUV - SMALL,2.0,6,A7,X,11.4,9.9,10.7,22,247
ACURA,MODEL-432,STATION WAGON - SMALL,2.5,4,AM6,X,10.7,6.9,9.0,26,222
FORD,MODEL-438,VAN - CARGO,3.0,4,AM6,X,14.3,11.1,12.9,18,293
INFINITI,MODEL-611,PICKUP TRUCK - STANDARD,2.5,4,A9,N,14.1,11.3,12.8,18,239
TOYOTA,MODEL-575,STATION WAGON - MID-SIZE,2.0,4,AV8,X,10.5,6.3,8.6,27,196
JEEP,MODEL-890,PICKUP TRUCK - STANDARD,3.0,6,A8,X,14.3,11.4,13.0,18,284
JAGUAR,MODEL-986,FULL-SIZE,2.0,4,A5,N,11.7,9.1,10.5,22,194
JEEP,MODEL-146,STATION WAGON - SMALL,2.0,4,AV8,X,11.0,8.1,9.7,24,215
SMART,MODEL-500,PICKUP TRUCK - STANDARD,2.5,6,AV,Z,13.4,10.6,12.1,19,282
BUICK,MODEL-939,VAN - PASSENGER,3.0,8,A10,Z,14.5,9.8,12.4,19,273
DODGE,MODEL-466,MID-SIZE,1.5,3,AS8,Z,10.5,5.6,8.3,28,195
GMC,MODEL-670,STATION WAGON - SMALL,1.0,3,AM7,X,9.0,7.1,8.1,29,181
NISSAN,MODEL-304,FULL-SIZE,3.0,8,A7,Z,15.9,10.9,13.7,17,318
INFINITI,MODEL-720,SUV - SMALL,1.5,3,A8,Z,9.2,6.0,7.8,30,188
MITSUBISHI,MODEL-547,SUV - SMALL,1.5,3,AS6,Z,9.4,5.1,7.5,31,168
CHRYSLER,MODEL-128,FULL-SIZE,2.0,4,M7,E,16.8,13.2,15.2,15,241
CHEVROLET,MODEL-626,TWO-SEATER,2.0,6,A5,X,13.0,9.5,11.4,21,267
VOLKSWAGEN,MODEL-985,MINICOMPACT,1.0,4,A7,E,11.1,8.2,9.8,24,153
LINCOLN,MODEL-266,MID-SIZE,3.0,6,AS6,X,13.7,8.9,11.5,20,273
HONDA,MODEL-277,FULL-SIZE,1.5,4,A6,X,11.1,8.5,9.9,24,225
HYUNDAI,MODEL-117,STATION WAGON - MID-SIZE,2.5,4,M6,X,12.5,10.8,11.7,20,265
MERCEDES-BENZ,MODEL-987,COMPACT,1.5,3,AS9,N,7.9,4.0,6.1,39,119
CADILLAC,MODEL-466,SUBCOMPACT,1.5,3,M7,E,12.8,10.5,11.8,20,173
SMART,MODEL-646,SUV - STANDARD,1.5,4,A6,Z,9.8,7.5,8.8,27,202
VOLVO,MODEL-336,TWO-SEATER,1.5,4,AM6,X,10.3,7.3,9.0,26,196
BENTLEY,MODEL-975,VAN - PASSENGER,3.5,6,AS8,D,12.8,10.5,11.8,20,317
ACURA,MODEL-365,SUV - SMALL,1.5,4,AS6,D,9.0,5.5,7.4,32,195
BENTLEY,MODEL-663,SUV - SMALL,2.0,6,A5,D,10.3,6.9,8.8,27,236
SMART,MODEL-910,MID-SIZE,2.5,6,AV,X,12.7,10.0,11.5,20,266
GMC,MODEL-933,MID-SIZE,2.5,4,M7,D,10.9,8.2,9.7,24,259
VOLVO,MODEL-300,TWO-SEATER,2.0,6,AS5,X,12.1,8.9,10.7,22,246
KIA,MODEL-641,STATION WAGON - SMALL,1.5,3,A4,X,10.1,6.3,8.4,28,194
JAGUAR,MODEL-228,COMPACT,2.0,4,AS5,X,11.0,8.5,9.9,24,232
HYUNDAI,MODEL-927,SUBCOMPACT,3.0,4,A9,X,12.1,7.6,10.1,23,235
FIAT,MODEL-201,STATION WAGON - SMALL,3.5,6,AS9,X,13.2,10.3,11.9,20,276
ALFA ROMEO,MODEL-784,FULL-SIZE,2.0,4,A5,X,11.3,8.7,10.1,23,227
MERCEDES-BENZ,MODEL-490,STATION WAGON - MID-SIZE,2.5,4,AV,X,11.4,7.2,9.5,25,211
CADILLAC,MODEL-537,STATION WAGON - MID-SIZE,1.5,4,AS6,X,11.8,9.1,10.6,22,240
MINI,MODEL-685,TWO-SEATER,3.0,6,AV,X,14.4,11.7,13.2,18,299
VOLKSWAGEN,MODEL-203,SPECIAL PURPOSE VEHICLE,2.0,4,A5,Z,12.0,9.0,10.6,22,241
ACURA,MODEL-178,SPECIAL PURPOSE VEHICLE,3.5,8,AS9,Z,15.0,12.6,13.9,17,316
SMART,MODEL-270,VAN - PASSENGER,2.5,4,AS5,X,13.2,8.4,11.0,21,256
ASTON MARTIN,MODEL-103,FULL-SIZE,1.5,3,AS6,Z,10.7,6.5,8.8,27,206
NISSAN,MODEL-525,SUBCOMPACT,2.5,4,AS9,X,13.6,10.1,12.0,20,277
FIAT,MODEL-170,SUV - STANDARD,2.5,6,M7,E,15.8,11.3,13.8,17,210
JEEP,MODEL-363,MID-SIZE,3.5,8,M6,D,13.5,9.9,11.9,20,310
DODGE,MODEL-957,MINICOMPACT,1.0,3,AS10,Z,7.5,5.6,6.6,36,148
HYUNDAI,MODEL-338,STATION WAGON - SMALL,2.5,4,AM7,X,11.0,7.2,9.3,25,213
ROLLS-ROYCE,MODEL-650,STATION WAGON - SMALL,2.0,4,AM6,D,9.3,7.9,8.7,27,226
BENTLEY,MODEL-768,VAN - CARGO,3.5,4,AV8,X,14.5,12.0,13.4,18,304
ASTON MARTIN,MODEL-472,PICKUP TRUCK - STANDARD,3.0,6,AM7,Z,14.4,10.5,12.6,19,285
BMW,MODEL-467,VAN - CARGO,3.0,6,A6,X,14.9,12.4,13.8,17,316
ASTON MARTIN,MODEL-754,SPECIAL PURPOSE VEHICLE,3.5,6,M5,X,15.3,12.8,14.2,17,335
MERCEDES-BENZ,MODEL-567,SUBCOMPACT,1.5,3,AV10,X,10.1,5.6,8.1,29,177
LAMBORGHINI,MODEL-380,MID-SIZE,3.0,4,AS5,D,11.4,9.7,10.6,22,292
KIA,MODEL-674,SPECIAL PURPOSE VEHICLE,3.0,6,AV8,X,13.6,10.7,12.3,19,289
LAMBORGHINI,MODEL-790,VAN - CARGO,3.5,6,AS8,E,19.9,17.1,18.6,13,283
RAM,MODEL-471,TWO-SEATER,2.5,4,AV,D,10.4,9.0,9.8,24,266
BUICK,MODEL-202,MINICOMPACT,1.5,4,AS7,X,10.6,6.7,8.8,27,211
SMART,MODEL-672,FULL-SIZE,3.0,4,AS5,D,11.8,8.7,10.4,23,277
LAMBORGHINI,MODEL-700,VAN - PASSENGER,4.5,10,AM7,E,22.9,20.5,21.8,11,329
BUICK,MODEL-618,STATION WAGON - MID-SIZE,2.0,4,A7,X,11.3,8.1,9.9,24,226
INFINITI,MODEL-969,VAN - PASSENGER,3.0,8,AV8,X,15.2,12.1,13.8,17,308
DODGE,MODEL-307,STATION WAGON - SMALL,2.0,4,AS8,E,12.3,10.4,11.4,21,169
JAGUAR,MODEL-979,COMPACT,1.5,4,AS8,D,9.7,7.0,8.5,28,236
NISSAN,MODEL-953,SUV - SMALL,2.0,4,AS5,Z,9.9,5.3,7.8,30,178
FORD,MODEL-282,PICKUP TRUCK - STANDARD,2.5,4,AV7,D,10.8,7.9,9.5,25,251
MERCEDES-BENZ,MODEL-167,COMPACT,4.0,4,A8,Z,15.8,13.1,14.6,16,332
MASERATI,MODEL-430,SUV - SMALL,3.0,6,AM6,X,13.2,9.0,11.3,21,259
INFINITI,MODEL-372,SUV - STANDARD,2.5,6,M7,X,10.6,6.5,8.8,27,192
SMART,MODEL-237,SUV - SMALL,2.5,4,M7,X,11.9,8.5,10.4,23,232
ALFA ROMEO,MODEL-570,MINICOMPACT,1.5,4,A8,X,10.0,6.3,8.3,28,191
FORD,MODEL-286,VAN - PASSENGER,3.5,8,A10,Z,15.5,12.3,14.1,17,323
ACURA,MODEL-223,MID-SIZE,1.5,4,A4,N,10.4,6.2,8.5,28,154
SUBARU,MODEL-425,STATION WAGON - MID-SIZE,2.0,4,A8,X,10.8,6.5,8.9,26,201
SMART,MODEL-431,STATION WAGON - SMALL,3.0,6,M5,Z,12.5,8.2,10.6,22,239
MINI,MODEL-787,COMPACT,2.5,4,A8,Z,11.8,8.4,10.3,23,235
ACURA,MODEL-322,PICKUP TRUCK - STANDARD,3.0,6,AS7,Z,15.5,11.6,13.7,17,317
VOLVO,MODEL-187,STATION WAGON - MID-SIZE,1.5,4,AV,X,10.6,8.7,9.7,24,231
FIAT,MODEL-633,VAN - CARGO,2.5,6,AV,X,14.1,10.8,12.6,19,277
KIA,MODEL-789,PICKUP TRUCK - SMALL,1.5,3,AM7,X,11.9,9.3,10.7,22,245
MERCEDES-BENZ,MODEL-142,PICKUP TRUCK - STANDARD,3.5,6,A8,X,15.9,12.3,14.3,16,322
FIAT,MODEL-139,STATION WAGON - SMALL,2.5,6,AM6,X,12.9,9.8,11.5,20,268
HONDA,MODEL-503,STATION WAGON - MID-SIZE,4.0,6,A4,X,15.5,12.2,14.0,17,318
VOLKSWAGEN,MODEL-747,PICKUP TRUCK - STANDARD,3.0,6,A7,Z,12.4,9.7,11.2,21,258
LAMBORGHINI,MODEL-384,MINICOMPACT,2.0,4,AV7,Z,10.7,9.0,9.9,24,227
SUBARU,MODEL-410,MINICOMPACT,2.5,4,M6,X,12.0,7.5,10.0,24,225
ASTON MARTIN,MODEL-864,TWO-SEATER,2.0,4,AV8,Z,11.5,7.1,9.5,25,213
MITSUBISHI,MODEL-678,STATION WAGON - MID-SIZE,2.5,6,AS10,X,11.8,8.4,10.3,23,229
LEXUS,MODEL-230,FULL-SIZE,2.0,4,AS5,X,12.1,8.0,10.3,23,241
FORD,MODEL-322,MID-SIZE,2.0,4,M6,Z,11.1,7.4,9.4,25,221
INFINITI,MODEL-976,VAN - PASSENGER,2.5,4,AV8,X,12.5,10.3,11.5,20,255
FIAT,MODEL-165,TWO-SEATER,3.0,4,A8,X,12.4,9.3,11.0,21,255
NISSAN,MODEL-377,STATION WAGON - MID-SIZE,2.5,4,A7,X,12.8,8.9,11.0,21,254
MASERATI,MODEL-669,TWO-SEATER,1.0,4,AS6,D,8.9,6.8,8.0,29,207
ASTON MARTIN,MODEL-909,STATION WAGON - MID-SIZE,3.0,8,M6,D,13.0,10.2,11.7,20,302
FORD,MODEL-498,MID-SIZE,2.0,6,AS6,D,10.8,7.5,9.3,25,243
ALFA ROMEO,MODEL-462,FULL-SIZE,2.0,4,M6,X,11.1,6.4,9.0,26,211
ASTON MARTIN,MODEL-560,VAN - PASSENGER,2.0,4,AM7,D,10.2,6.2,8.4,28,215
ROLLS-ROYCE,MODEL-379,SUV - SMALL,1.5,3,AS8,Z,10.1,7.1,8.8,27,199
CADILLAC,MODEL-155,PICKUP TRUCK - SMALL,3.0,8,AV10,X,15.0,12.3,13.8,17,304
AUDI,MODEL-532,PICKUP TRUCK - STANDARD,2.5,4,A5,X,12.4,10.6,11.6,20,269
HONDA,MODEL-179,PICKUP TRUCK - STANDARD,2.5,4,AS5,X,11.9,8.8,10.5,22,235
JEEP,MODEL-176,STATION WAGON - MID-SIZE,2.0,6,AS7,X,10.6,6.3,8.7,27,203
AUDI,MODEL-762,SPECIAL PURPOSE VEHICLE,3.0,4,A4,Z,12.1,9.2,10.8,22,242
TOYOTA,MODEL-545,PICKUP TRUCK - STANDARD,1.5,3,AS10,X,10.7,8.8,9.8,24,236
MITSUBISHI,MODEL-857,PICKUP TRUCK - STANDARD,3.5,8,AS9,D,13.1,11.6,12.4,19,325
